,sentiment,tweet
1070974,4,"@fadeoutfeelings Yep that's fine, i'm shattered aswell so i'm going to bed. Good  night night xxx"
785832,0,"Been hearing alot of negitive things about Transformers 2, which is sad, but only worse if its as bad as they say. "
669916,0,Bad day 
605218,0,"@photo_ed No, no time to do that either. From M&amp;S I'm afraid "
538067,0,Either nobody is tweeting. Or twitter turned off my mobile tweets again.   -9.15.08 &lt;3
893376,4,"@tokyomod thank you! I dunno really, kanojo is leading the operations "
1155592,4,finished english and s.o.r  now time to have 2 big cups of water 
709594,0,Too...many...sweets....feel sick! 
110347,0,Oh snap vaccinations on Monday 
348302,0,sore throats 
867546,4,@Naina All the best for your new venture! 
731935,0,Actually it was just really weird. I am not in the mood for this English presentation tomorrow at all 
1165278,4,"More free piano music for you. &quot;Hearth,&quot; from my 2007 CD &quot;A Winter's Journey.&quot;  http://twiturm.com/k4kp #freemp3 #pianomusic"
405238,0,So tired I'm a little dizzy. Meds SOO not helping this state of affairs. Wah.  I need cuddles. From my bf. Who is comatose. FML.
77522,0,@roqqzz I thought u were gonna call 
744224,0,@AndyHannon my birthday's the 25th - beth had to give me my present early because she's going to be in LA with @amandapalmer on my b-day 
1163935,4,beaut night at emma's and couldn't love my friends anymore 
307013,0,"ew, i have sticky fingers now.. "
647518,0,another rainy work day 
1263227,4,@virtue972 Bonjour!  Doing some reading!   How are you?  Do I need a passport to travel to Texas? 
742310,0,work work work this week 
20367,0,Enjoying the F1 whilst updating FS profiles. Back to work tomorrow 
1349141,4,i want some nice food... someone make me something? 
1560572,4,.@moryan Thx for all the Supernatural coverage - its the only genre show gaining viewers... Props    http://www.airlockalpha.com/node/6437
1203180,4,@inkspotworkshop Fun ideas!  Thanks for posting.  
1332152,4,@vicnoho urrg! good luck  I bet you will do great 
1113025,4,@stripesincolor Nothing much  Boring summer eh.
1589491,4,I'm completely crazy after seeing the Jonas Brothers last night  woop woop x
869025,4,@amberlylou you go girl.  I'm proud of you.
1375534,4,"hey, hey, heey twitterland!  i missed this all day :\ how are you doin sweethearts? i was approved on my driver test!  WEEE! \o/"
558884,0,Disaster! Totally pouring with rain and I DON'T OWN AN UMBRELLA!!! 
703313,0,rain bleh   where is the sun?!?!?!
274557,0,Andy sanberg was Hella funny last night. Twilight can S my D. And I think eminem should fill out a hurt feelings report 
140647,0,#FirstRecord The Mr Blobby single  Sorry folks.
1143027,4,Waiter please bring another bottle of champagne this way!! A.sap 
1556626,4,"@shauna1991 my mate told me, she found out "
1181842,4,"@rorambenjimouse To be fair, it did take me an abnormally long time to realise! "
231969,0,"Dammit, can't find a retail outlet round here with the Cruzer Contour "
530811,0,"@ASinisterDuck I wish the controls where better in prototype, I hate having to select one when in a fight "
38522,0,"Am having a break, hot tea that does not taste like tea!!! "
225127,0,"@mileycyrus me too, and i guess no one goes by that anymore "
852926,4,@EricaBeth thanks for rubbing it in!  lol
229175,0,trying to ignore my tooth ache till I see the dentist tomorrow 
793847,0,apparently kassi has hit that age where she no longer wants to sleep in until 10 or 11 
85955,0,"@Sparkly82 Oh bless you  *hugs* You take care. Are you up to anything today, bb?"
1489731,4,"@MiDesfileNegro no i will do better things, think happy thoughts "
394139,0,@WhatsTheT  I thought I had offended @booskee9 ... I felt really bad cause of what I had on..thought he saw me like a slut 
56836,0,3:45 am and I can't sleep..... 
1588506,4,@BlackHeartWhore no I don't  - anyway - why are friends for if not to make our life funnier? 
807233,4,"@breanaphillips  lol wait, so many things  ! lol"
1295015,4,@PENLDN I thought it was the undercover brother joke. lol Watchu doin' in Hong Kong?? &quot;Nei Ho&quot; 
1064866,4,Ready for the Game tonight ... Lakers kiddos 
177842,0,@GrowWear Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter
1165242,4,@locspoc I'm going to put something on my website later in the week so I'll post a link then. I'll try to explain it well then 
81053,0,"Sweetest girl came out in mp4, I need 3gp for sidekick  maybe get it later? http://vixy.net download 3gp from Youtube (not Google Video.)"
1388154,4,@ylove have fun mate! It'd be good to see you in Melbourne soon 
1048783,4,yoga was incredible at houstons own jenny yoga on westheimer... ahhhh  off to DALLAS for show #2 
74176,0,Bored. #underbelly is boring me. Wish the logies was on again so I could bag the shit out of fuckface gretel again.  good time great times
610875,0,i let too many people run over top me 
598302,0,Claudia has recieved the longest message I've ever sent on my iPhone. And I miss Chelsea! 
156177,0,now cant sleep as the sun rises to early! 
674185,0,@curaja daughters aren't supposed to approve 
1520969,4,@bkmacdaddy who i do have to screw to get on this hot twit list? your hot wife?! just kidding  good morning &amp; power to the #positiveposse
498586,0,@Wil_M @snu70 Not very #green of you girl 
551129,0,In 7 hours I'll be en route to the oral surgeons to get my wisdom teeth out. I'm scared. 
36527,0,@psynister @brajana I'm sorry to say that I can no longer function without QH 
1599789,4,@Jonasbrothers best lyrics on the album= i start to freak and scream so loud just like the females in the crowd 
804056,4,as cant get tickets to Gadget show am taking boys Snibston as peace offering 
1535458,4,Check out my new blog. New post going up soon   www.lifetbh.wordpress.com
1314318,4,@intermezz0 coz it gives you satisfaction when a job is well done and it was all coz of you... 
546594,0,The dress was done and I was just putting in the buttonholes when the bobbin caught on something and tore the dress   
594887,0,everybody's in fontana now &amp; i'm still home...waaaaa...  http://plurk.com/p/11srpv
1306656,4,Off to get some white wine and smoothie supplies 
1395888,4,"@pedrorq Not a bother – another question might be why 24% of Irish people are crazy enough to vote FF, one that I couldn't answer  #le09"
126224,0,back to the office this week. got to deal with the Germans again 
1551846,4,@Jessica_Summer_  haha yeah cool that works! 
309224,0,"i now hate everything about the animation i'm making, and want to get it over with quickly. Next assignment better be better. "
1150369,4,"@alcedine @heartagram congrats on the new kitties. Two is definitely the way to go. Of course, monkeys r sweet too "
308062,0,"@laurapearl ok, you win. or lose, as it appears. "
228173,0,My office is a thing of beauty. Now a hot shower and some much needed zzzz's. All work + no play makes Juliet a very dull girl. 
322512,0,Just crashed again. 
414638,0,"I'm pulling for you, Nick Gage.  "
645683,0,"@o2 Guys, loving my iPhone but have to say the O2 store in Aylesbury was ill-prepared this morning and service very shabby - shame! "
444135,0,i am so boredd 
554107,0,No sign of #3.0 yet 
696801,0,"@jtbritto Doing pretty well, besides the tons of rain we've been getting the last couple of weeks  You?!"
1542142,4,I am studiyng geography!! I would like pass the exam!! 
1331703,4,"5pm movie with my little brother, I'm excited "
382482,0,"Never-before-seen Tiananmen Sq fotos in the Guardian today, incl amazing ground-level pic of tank man. I'd link but still no net @ home "
626113,0,@IAmBecomeSpanky You're lucky. I don't think there has ever been a Julie on SPN  At least not that I remember...
1209619,4,dislikes twitter spam - no I do not want to harrass my twitter friends for money thanks. Loves the sunny weather tho 
832945,4,@TinaGerow Yes I am! I figured there had to be someone else on the same flight 
1505800,4,@codenenterp @devhammer said it was the media center API. Corrected me in a talk a couple years back 
476773,0,About to board. Girlfriend is upset we are not priority guests. 
159610,0,STILL JOBLESS .... NO IDEA HOW LONG THE WAIT IS GOING TO LAST 
392385,0,@melibaker yay!! Shame i missed it hoovering 
219382,0,@cavashawn this is true. my county still went red though.  and i don't think i've been there! i'm rarely over there.
984574,4,@hallucinations experience the fast boot speed 
166085,0,"Slovakian country side is a refreshing change compared to tarmac and cars, but I am a city boy and need the tarmac "
714650,0,"Aw, a race car driver just died. My dads working a race. Picked up the phone and he was crying. RIP "
322725,0,Will not have any internet until the 12th. 
803589,4,igoogle twitter for the win! Thanks @willhowells 
833755,4,is bout 2 eat dinner....letme c theres a choice of icecream or chocolate lol i think ima hav both yummy 
987920,4,teacher's strike tomorrow  what more could I ask for? 
362298,0,OMG     John Barrowman has ruptured all the ligaments around his left ankle !! Awww poor Dude
1259924,4,@aplusk wait! Do you like this person??? That will make a huge difference 
1468570,4,@rb9003 Thanks! 
1221226,4,@kristinchapa call me when you see your phone crazy girl! we have plans later today remember 
344428,0,"Waitin for water to heat up, (N) Takin agess "
651718,0,Don't wanna do the day yet 
1527014,4,@vidhyavenkat Yeah Sem hols. Enjoying.  How are you?
1546427,4,i know everyone else has already said it but i had to add my two cents: lakers ROCK! 
77733,0,Goin to the mall by myself cause I'll my friends think its funny to leave me..  sad
923744,4,@SofieY its like 100 tweets in a hour lol so i think i should take a 10 min break  #TwitterTakeover
1551576,4,Back to work. 
678976,0,I still can't sleep! Urgh!  
21447,0,"Uuuuurrgh, want to die. Hangover = not cool at all "
160911,0,@summer_eyes I wish I knew!  The curse of Tumblr.
1179671,4, dance flick was hilariouss!!!
1010082,4,@AlenaSerrano keep your head up!! 
455666,0,@marisasmile they played miz biz right when u got out of the car 
1555083,4,I just got home from work and am hundry so guess what? I am making food 
1121729,4,"@miketd Oooooo, I can do that well and have even taught A how to do it.  Keep pawing K - go ooooooooon! "
1150005,4,i have &quot;hey there ben wiese&quot; stuck in my head now. yay. haha 
81288,0,Serendipitously sociable day ended with my bike getting stolen from opposite the Metreon.   Star Trek was a fun movie anyway.
1242155,4,shower time! then cleaning a bit. then adventure. 
1442126,4,@castillelandon I wish I could have seen that show... Hurry up and be superstars so I can see you closer to where I live! 
929106,4,Just finished mamas day dinner now about to walk it off 
1394434,4,@aliyoopah i thought he already have a first kiss because according to jeff archuleta's twitter david archuleta had his first kiss! 
617708,0,"@shayes287 same here  it needs more stability. anthr peeve is you can't search ppl's @-replies from their profile. oh well, it's 1.0."
1564556,4,can't wait for alex fest!  oh yeah and the wedding this weekend 
647406,0,@Chizux3 i dunno if i likes the new server locaion... all of the kq's are more laggy now 
5604,0,got to go study  i hate the junior cert cant wait till the 12 of june it will all be over then wwoooo
95396,0,"just got owned in pictionary, i sucked tonight "
1095634,4,"Shopping can be a nice thing even for guys, my wife and I just bought an incredible amount of new stuff for our to be born son "
1440460,4,"@iamadamyes really? must have been halfway into my 2nd by then, 'cause i don't remember "
964633,4,@emclev welcome home 
1231959,4,off to school in 15 mins  tweet in a bit. man do i love having an ipod touch for school ahaha.
890619,4,Just got home from a long drive back from London. Worth it tho. Got to see my buddy H and Pink @ O2 last night! Good times! 
953368,4,I finally added my pic to my profile...  please don't be scared 
1033119,4,what a beauuuuutiful life 
71951,0,@Zanna85 EWW!!! Haha Thank god Little Girl doesn't live here! Aww I miss my vampire man from last night  He's so purrrrty!
630858,0,@Camrus I knooow  I'll b there dis weekend tho guurl! 
719279,0,Well just got back from church camp lame 
903730,4,@fiendfyre Never ever smoking around you again. 
99797,0,"Gah, I can't wait for Twelve Sky 2 Open Beta. "
278746,0,PLEASE HURRY UP ON SUSAN LENGLEN!!!!!!! I WANNA SEE A LITTLE BIT OF ANDY'S MATCH BEFORE I GO!!!! unfortunately i have to go 
1266572,4,Falling back to God 
1290682,4,@green95j had tiny twitter and dumped it. Uber twitter is better 
