,polarity,tweet
291979,0,@es511 I'm happy with everything except my stomach. It just refuses to tighten post-baby. Muscles are there but skin is loose 
1171648,4,@anish_sinha and you should too its time to pump up those old mussels 
855559,4,"getting bored at mathematics. Don't understand the shit, don't care "
1545847,4,@kristin_alise yyyaaayyyy!!! Ice cream always makes me feel better 
1091572,4,@mattwoberts Welcome  Don't forget to check out the old playlists on http://fridaytunes.com
1495952,4,@dancer4lifex baha guess what song I am listening to 
838836,4,@maralovic I am sure there are healthier ways to celebrate 
878105,4,"Will it rain later? Rain, please come soon. "
1549159,4,Deadstarassembly  lovers em
226629,0,@miss_hazy Maybe I'll get them to sign my plane tickets in Singapore hahaha. I love the idea. Trent is mean! The poor thing needs sleep. 
812941,4,"#asot400 oh.my.lord. go easy on my THUMPING heart Simon! i lie...KEEP THEM COMING, SEXAYYYY "
834375,4,@iainlee go and watch monsters vs aliens vv funny just got back from watching it with my kids 
1414704,4,is going out 
917650,4,@joelhouston maybe I missed my chance this time 
1597073,4,@TobiasPlayer happy birthday!!! Hope you have a wonderful day! 
1369843,4,Just finished HP 4. I had forgotten how good the movie was 
575514,0,@misterbyrne Hayfever is not my friend 
1174852,4,Cola gummy candies taste nice at night  - http://tweet.sg
619735,0,@GlennBly  sadd face for u guy... tell ur back to get better from me. don't worry ur not the only one missing out.
1190787,4,Testing out lawn chairs in walmart 
868508,4,@21stcenturyfox Thank you Megan you're pretty special too and will make sure I make time next Friday for my #ff list 
1133699,4,"DID YOU KNOW THAT @WTCASHLEY IS A BITCH?! ahahahahah, just kidding, i love her "
1590103,4,"@PaulHarriott So what your saying is I'm not cool? Lol, but I have beer "
737816,0,@sarahmaeblogs concerning the numbers? I have an idea but it seems it's not viable in the least 
793488,0,"feeling sick and wishing I could go home today.  But alas, it is payroll day so I may not leave.  "
598118,0,getting the staples taken out of my leg tomorrow afternoon  im scared!! hopefully its not to painful...
789981,0,someone tweet :/ 
251743,0,@shutUPvictoriya: sorry 
1341100,4,"@nateritter I don't need the work...just the money.  Naturally, I work longer hours when the project warrants it. "
448838,0,"@cartab no I am on my Nokia E71. Worse, I am in a country town with only GSM/GPRS "
958829,4,going to see my cousins 
1061250,4,@mitchelmusso HOW?? 
1468446,4,Momma always said life is like a box of chocoate you never know what you get 
1422000,4,@Jillfoster Is this to imply that women are not *already* emerging as natural leaders. 'Cuz I'm on that bandwagon in a big way. 
1340523,4,Enjoying a hot chocolate in the Cornerhouse 
478230,0,got back and did HIIT on the turbo trainer and then while cleaning pool banged my head on the rotary drier and pulled my back 
631922,0,Edna thinks im a 5 year old since i play with balloons 
1459489,4,"@clairey67 nice  how was the fry up?off to the Apple shop, then maybe a brew n cake !!!!!"
1286048,4,@Saradia Just got all my phone stuff together and am shipping it off tomorrow. I found the original box and the spare chargers. 
1063813,4,@sarah_marina WOOOOOT! I can't freaking wait!  We could invite Donnie &amp; Jordan ;)
602349,0,i want to go back to sleep 
1487611,4,"Still laying in bed, watching my beautiful wife sleep, I'm so lucky "
42836,0,@GloriaVelez when is it this month that ur comming again? the 6th or the 20th? i miss you 
746569,0,is wondering why no matter how hard she tries...shit still doesn't get better.  Why do some people not have to work for what they get?  
241352,0,@buboxxpanda: no hun i need another job 
1132010,4,"got the new AP..so im reading, searching, listening to music. And checking out whats new at  Smartpunk.com   "
769085,0,why is the train late 
1486879,4,danny mcfly is doing all star family fortunes  xxxx
410360,0,@ProvehitoInLyca  my back hurts been working since i got here no lunch or break yet
1207764,4,"@trib Nope, I do not joke about my parentage. He's awesome. As I told @rbuerckner, I shall only listen to wonderful things about him "
673195,0,@OfficialBF1943 well this is so sad ... feels like this game is never going to come out 
1074584,4,@LenaGabrielle good idea! i'm going to see that tomorrow morning 
1151356,4,just bought a new ringtone so i hear nevershoutnever all the time 
1426478,4,Watched Crank 2.... awesome 
960140,4,"@miguelstdancer oh, can you wish 'happy b-day' to my b. friend @lahmazzonetto? she's 16 "
362038,0,"@tobiefysh So do I. But trying not to get my hopes up as tendons can take a while to heal - especially at my age, said the physio! "
286815,0,wishing I could go to Cali with my Dad 
314915,0,@kayteejay6 I need to talk to you re; Friday 
1273586,4,"bale2-ing...nice spa___relaxing a while with kiki  my thesis went well,thanks god.."
797123,0,Burned myself while cooking - yey. Only reason I don't like cooking with cast iron. 
1190495,4,I LOVE CHILL SUNDAYS!!!  Straight chillin. ;)
1353010,4,@ScaredyCat  Three (3) on a  Huawei E220 
899561,4,@RealWorldMom You're very welcome &amp; have a nice evening! 
1074547,4,@MelanyTexas noooo i never lived in gvine silly im in flower mound!!! 
478332,0,"@NuevoVida Unfortunately, I don't, I don't really use my Wii, like, ever. Sorry mate. I would help you out if I could, though. "
1277788,4,"@taylorswift13 hi taylor,im only here for tell to you that the song &quot; crazier&quot; of the movie is more dreamy,  whit love ,a mini fan "
1256368,4,Just arrived home  xd
371756,0,@whoisralphie dude  I'm so bummed ur leaving!
1167709,4,@gfindlay There is nothing quite like an Atheist sunday! 
331689,0,I'm watching Daisy of Love on the Library's Wi-Fi. How cool am i? 
807108,4,@bobbyllew That could have been embarrassing!  At least you remembered this time today and not this time tomorrow!   Small mercies!
240927,0,"I missed BGT monday night  I wanted to see Escala on there, I heard they were going on there with their new album?"
405590,0,@mizzbritt021 Customs is where they check ur not importing anything bad into the country and for certain products they charge u 
1316488,4,@chrisMibacache yay for new laptop! hahaha our band was the shiz! AND i'll sing for you one day ....deal? 
122430,0,"Back at the office after water leak, think we have 6 industrial air dryers in here. Like working in a desert, hot and incredibly dry "
1141008,4,Practically stole a copy of the V for Vendetta 2-disc special edition on Amazon----$6.53 including shipping. Not bad at all. 
177332,0,bored fixed the internet for my dad but now im bored to death 
131697,0,"I have done something to my leg/knee. not sure exactly where the pain is coming from yet. right leg, so I'm a bit worried about driving. "
210865,0,@snugglezz http://bit.ly/hSK17  &lt;- couldn't find the korean version 
654665,0,My ear still hurts. Ryan hugged me too hard.  @britney2boy youre mean.
1593778,4,bought nice clothes 
1272341,4,@RuSouL Good luck bro! You'll do amathing  Do it upppp
258019,0,On my way to the beach at Bellows Air Force Base....for the last time 
616930,0,i can tell this is gonna b a long day  ughhhh not in the mood
67648,0,Finally finished installing the ceiling fan. I had to crawl in the attic to install a crossbar.    http://twitpic.com/4ixos
1236227,4,"those greens tht yu say yu got give me the chills but these mills? well, they make me hot. "
1002284,4,"@blabers no, sorry, it's fabber cos we have the good weather AND electricity! "
941934,4,"@kiiiiyoo i'm sorry kidd, yeah drink milky will soothe you "
1514405,4,@regineking reg!!!!!!!!!! can you make me a tailored black jacket??? 
1263628,4,About to have an amazing turkey dinner with my boy! 
216112,0,"@gracebenguerel awww  sick on the weekend, typical!"
828893,4,Sport headline of the day - Red Bull gives you water wings? 
1267179,4,"Sitting here wondering if @hannahbelle143 won her soccer game? I can't wait to see you guys for summer before vacation, vacation! "
628441,0,@nisunis aku tak sombong beboooo  there's just  truck loads me must shaawe! Aaand me cant make it next week when u arrive ((((((((((((((
1485002,4,"@eileenb Yes, but would anyone else? "
1519361,4,YAY grad in only 3 days..... yet we have only begun and now ill miss alot of ppl.  byee my peeps!!!!! never forget you  
987038,4,@amoenaonline Nice people I met at EAA  It's indeed good to take the keys with you. From now on your pockets will always smell really good
1350729,4,is about to take a nap then job interview 
1536842,4,"@magoo363 great idea, i'll need to work on it a little first "
474532,0,Sitting in traffic.  . Don't know why I'm so tired. Seven hours til naptime...
568704,0,"@EZYTEES ayee, i have my fingers crossed too, Heard there is going to be a monsoon though, hope not "
1177132,4,"Today we have really nice weather again, what is happening ? :S I mean i am definately not complaining but its never nice here "
1235898,4,"@iamjersey heyy  i was the girl who you crossed the road into before the gig, and i was like 'i only came down here for fish and chips' x"
1251557,4,woot watching the live EA stream now 
1150960,4,Buzzin it  happy birthday dafne!
105537,0,sorry i havent updated that much guys was busy 
1592248,4,"Processed 6,000 emails so far  - Going to try to consolidate 4 email accounts into 1"
877435,4,"&quot;Because I'm a sexist, egotistical, lying, hypocritical bigot?&quot; &quot;Bingo!&quot; "
1428173,4,@devicenull deal. I'll have to find an excuse to expense it 
1142087,4,such a boring saturday. bout to clean and do some homework. 
780730,0,of the way i look. my question is...am i really that bad of a person? i hate stereotypes 
1494026,4,Apparently I've been sucked into a vortex where I am unable to function normally....help? 
394746,0,"Knee hurts, bored "
410190,0,"@mvanduyne aww! I want 2 watch that movie so bad, but nobody's willing 2 watch it w/me  i guess i'll have 2 watch it w/me, myself &amp; i :]"
326368,0,"@dinosuit I was a creeper kid.  @ your half days, come pick me up from school. D:"
462802,0,Damn! have to buy some new wine glasses after two breaking in three weeks  #fb
380292,0,@chriscornell There is a distinct lack of a full version of Why Do You Follow Me. 
726009,0,@AllissaTaylor  The sun hates us and keeps disappearing!
1197856,4,"k, peeps! Heading out the door... going somewhere w/ my g'rma &amp; cousin (?). Tweet ya later! "
155668,0,Horrible stomach ache 
1155907,4,"@Jaaycooxo Lol, hiiiiii!!! It's ok.  Nuffin much, sugarplum! How about you?"
